crowd_density_norm,facial_discomfort_prob,audio_overload_score,physio_stress_prob,visual_confusion_prob
0.0599153694381407,0.46002078,0.5249618748515786,0.6884120792312154,0.9960068464279176
0.0599153694381407,0.46002078,0.6061470301559895,0.5836916755321553,0.9959976077079772
0.0599153694381407,0.46002078,0.5076865213482961,0.5383391619375311,0.9959899187088012
0.0599153694381407,0.46002078,0.5947846561968616,0.5973780593510171,0.9959783554077148
0.0599153694381407,0.46002078,0.6063236936428894,0.4580491746809911,0.995971143245697
0.0599153694381407,0.46002078,0.5314446065225639,0.0224090900068432,0.995962619781494
0.0599153694381407,0.46002078,0.6763287588558569,0.0252415213939789,0.9959612488746644
0.0599153694381407,0.46002078,0.8681609294682687,0.1477352949854069,0.9959628582000732
0.0599153694381407,0.46002078,0.6182746035773163,0.0380885163872916,0.9959605932235718
0.0599153694381407,0.46002078,0.5664821804326492,0.0139014072992452,0.9959605932235718
0.0599153694381407,0.46002078,0.3868889817389572,0.0263764225425068,0.9959545135498048
0.0599153694381407,0.46002078,0.5033522373203595,0.0116784376556106,0.995954155921936
0.0599153694381407,0.46002078,0.9570864919623092,0.0481834477652473,0.9959561228752136
0.0599153694381407,0.46002078,0.9601750194408168,0.0204023497606679,0.9959503412246704
0.0599153694381407,0.46002078,0.4832134724174921,0.0343369933089239,0.9959489107131958
0.0599153694381407,0.46002078,0.4982442769443112,0.023444575031103,0.9959498047828674
0.0599153694381407,0.46002078,0.6497219126038544,0.2062094433277928,0.995944619178772
0.0599153694381407,0.46002078,0.5766390693642962,0.3675643448445632,0.9959349632263184
0.0599153694381407,0.46002078,0.4993670297574574,0.100007930496848,0.9959266781806946
0.0599153694381407,0.46002078,0.4608878314149477,0.0365949659667288,0.9959187507629396
0.0599153694381407,0.46002078,0.449803168647486,0.0609467549479479,0.9959093928337096
0.0599153694381407,0.46002078,0.4995779616604,0.0342379119685459,0.9959060549736024
0.0599153694381407,0.46002078,0.4695689501191907,0.0354251925476433,0.9959006905555724
0.0599153694381407,0.46002078,0.6497618418161664,0.2966597656500399,0.9958969354629515
0.0599153694381407,0.46002078,0.6895292356350182,0.0150217251595349,0.995896577835083
0.0599153694381407,0.46002078,0.6563450597246061,0.0173256226823741,0.9958913922309875
0.0599153694381407,0.46002078,0.6127986796209826,0.0138204992678943,0.9958890080451964
0.0599153694381407,0.46002078,0.6976962783489911,0.0514054616462322,0.9958874583244324
0.0599153694381407,0.46002078,0.5393747164842353,0.0190670511719641,0.995886206626892
0.0599153694381407,0.46002078,0.5439935449279801,0.0102607140637384,0.9958817958831788
0.0599153694381407,0.46002078,0.648359520196391,0.011561380452887,0.9958840012550354
0.0575843645253632,0.46002078,0.5654963414303894,0.0115624226753788,0.9958873987197876
0.0534403557915365,0.46002078,0.4775370583311541,0.0081511242895064,0.9958937764167786
0.0413536806647502,0.46002078,0.5399800806379063,0.0072674292413379,0.9958946108818054
0.02892167487952,0.46002078,0.5468235442320918,0.0203112958940212,0.9959015250205994
0.0178710070402528,0.46002078,0.5532904904953285,0.0246143846003163,0.9959034323692322
0.0131226722061805,0.46002078,0.5677344196779472,0.0134696046153148,0.995907187461853
0.0118276745809221,0.46002078,0.5952143446352238,0.0670018638176527,0.9959113597869872
0.0118276745809221,0.46002078,0.5030160777258288,0.0141828387337479,0.9959174394607544
0.0135543431853291,0.46002078,0.6099909357762954,0.0643163317701191,0.9959255456924438
0.0164033542938974,0.46002078,0.540148445156774,0.0571270577576906,0.995940327644348
0.0212380192405494,0.46002078,0.5139305153243184,0.0099489298632949,0.9959464073181152
0.0212380192405494,0.46002078,0.6635646062481102,0.0250493654654328,0.9959595203399658
0.0202020170570928,0.46002078,0.6754058696844595,0.0140194523479196,0.9959757924079896
0.0219286856614997,0.46002078,0.5458568188754725,0.0222789557663263,0.996004045009613
0.0246913564493634,0.46002078,0.667487686756067,0.0209422226563412,0.9960250854492188
0.0246913564493634,0.46002078,0.5765628093788111,0.0221925198806487,0.9960405230522156
0.0199430165112286,0.46002078,0.5485244385430633,0.0090250433283065,0.9960623383522034
0.0191660148736361,0.46002078,0.6235612867236342,0.0125207789897458,0.9961000680923462
0.0199430165112286,0.46002078,0.5384219516934536,0.0379932333701792,0.9961377382278442
0.0199430165112286,0.46002078,0.5633764031917962,0.0120959253663089,0.9961612224578856
0.0213243544571917,0.46002078,0.53065425622965,0.0104132071152778,0.996178925037384
0.020633672724054,0.46002078,0.5471488447772572,0.0077128350218455,0.9962217211723328
0.0185616683571406,0.46002078,0.5574809022960836,0.0102671370576033,0.9962584376335144
0.0155400072315377,0.46002078,0.7089875398876415,0.0407579984712926,0.9962669014930724
0.0155400072315377,0.46002078,0.5807152934229974,0.0313044620168796,0.9962806701660156
0.019684010861302,0.46002078,0.5932761484495813,0.0232084370680257,0.9962868094444276
0.0186480086778453,0.46002078,0.4485600870485541,0.010908194352653,0.9962116479873656
0.0233963537200425,0.46002078,0.613350480665926,0.0090413804085933,0.9961764812469482
0.0238280144910662,0.46002078,0.4640848385409299,0.0201275612864448,0.9961024522781372
0.0272813619080051,0.46002078,0.4519225561667554,0.0280748338223604,0.9959561228752136
0.0307346940127565,0.46002078,0.6251455144702049,0.0112984477320142,0.995913028717041
0.0309936843504958,0.46002078,0.6319090120014152,0.0187065824965343,0.9958101511001588
0.0309936843504958,0.46002078,0.664319649420213,0.0174727296677016,0.99576073884964
0.0291806805294466,0.46002078,0.6308941902541845,0.0089716520674152,0.995741605758667
0.0281446783459899,0.46002078,0.6180819226963649,0.0392207903079705,0.995763063430786
0.0281446783459899,0.46002078,0.6344492193704355,0.0106973911868837,0.9957731366157532
0.0240006798202882,0.46002078,0.6367778847110458,0.0068319347424372,0.9957842826843262
0.0219286805574373,0.46002078,0.6514867515778862,0.0071910912335105,0.9958000779151917
0.0189069939115221,0.46002078,0.5223807325420864,0.0061358319568865,0.9958229064941406
0.0154536618067706,0.46002078,0.5895440788866836,0.0065678065368825,0.9958454966545104
0.009841995222526,0.46002078,0.2280848188329969,0.0083300561955418,0.9958811402320862
0.0106189968601185,0.46002078,0.4934049689891254,0.0088968065283661,0.9959123730659484
0.0110506678392671,0.46002078,0.5150191396592081,0.0042790296620731,0.9959271550178528
0.0093239941307977,0.46002078,0.5324139347399524,0.0054562085029074,0.9959247708320618
0.0075973306304532,0.46002078,0.5285674039410775,0.0043884137484568,0.9959160089492798
0.0041439985257017,0.46002078,0.4433903999371978,0.0037595307084432,0.9958980679512024
0.0041439985257017,0.46002078,0.8439128188476226,0.0060165524940236,0.9958741068840028
0.0028489983484121,0.46002078,0.4547149527784313,0.0061630822752141,0.995873212814331
0.00077699653353,0.46002078,0.4979784846073422,0.0042431083968596,0.9958581924438475
0.0063886707738683,0.46002078,0.7741357145981735,0.0057966137400015,0.9958471059799194
0.0188206893192547,0.46002078,0.7538093823744474,0.0081881203859374,0.9958477020263672
0.0356556992801133,0.46002078,0.4624562946646165,0.0061799175424607,0.9958487153053284
0.0549943998992213,0.46002078,0.4957001442890033,0.003618830791725,0.9958556294441224
0.0743330801020794,0.46002078,0.3704516042806433,0.0212818676620267,0.9958624839782716
0.1085210909074,0.46002078,0.3766310751029266,0.0082466149173259,0.9958656430244446
0.1250971156345819,0.46002078,0.731461084490104,0.0258401904364863,0.9958685636520386
0.1592851672724023,0.46002078,0.4394902130283298,0.0190637691614357,0.9958842992782592
0.1882932079929393,0.46002078,0.480238671767438,0.0340242787033443,0.9959018230438232
0.2220495988597361,0.46002078,0.6098535514511695,0.0070103115595447,0.9959130883216858
0.2596046371775408,0.46002078,0.5645723331486807,0.0084584545880982,0.9959270358085632
0.289907639794899,0.46002078,0.257797407235421,0.0303203683769047,0.9959433674812316
0.3240956710164695,0.46002078,0.6196780334578611,0.0097876572181761,0.9959557056427002
0.3549166951418058,0.46002078,0.7458101844956674,0.0262973800733023,0.9959421157836914
0.3857376376021427,0.46002078,0.6108166834477742,0.0143759040526153,0.9959110021591188
0.3999827084571717,0.46002078,0.6087270256242165,0.0168889556928277,0.9958943724632264
0.4078390447375515,0.46002078,0.5745252889725975,0.0137977930260978,0.995881736278534
0.4091340882993721,0.46002078,0.5218169019359025,0.0088896641245549,0.9958758354187012
0.4093930071802368,0.46002078,0.5990908203020808,0.0091746829236552,0.9958619475364684
0.4096520485586007,0.46002078,0.5523680877082596,0.0111482918529063,0.9958510994911194
0.4089613668254631,0.46002078,0.5836236639244902,0.0091537572246813,0.9958468079566956
0.4097383276305558,0.46002078,0.2709663542323711,0.006512195225225,0.9958465099334716
0.4076663232636425,0.46002078,0.5289031010732459,0.0584784154858304,0.9958451390266418
0.4069757231955043,0.46002078,0.5274764379265754,0.0157334947852331,0.9958444833755492
0.4059397210120476,0.46002078,0.4666211494226445,0.0134636421797354,0.9958532452583312
0.4049037188285909,0.46002078,0.254132196943624,0.0042355479784198,0.995858073234558
0.4062850414623665,0.46002078,0.5258111425279878,0.0055222123990443,0.995858073234558
0.4125010545631066,0.46002078,0.5294984244931531,0.0038073264401356,0.995859920978546
0.4210480317441245,0.46002078,0.5309118453186926,0.0034113196584786,0.9958488941192628
0.4223429936409456,0.46002078,0.5341547744182307,0.0056857276844034,0.9958529472351074
0.4156953401854317,0.46002078,0.5228880231105905,0.0025116576890118,0.9958611130714417
0.4018819913501759,0.46002078,0.5987940629033575,0.0196795806135812,0.9958593249320984
0.3880686425149202,0.46002078,0.6454241228878346,0.0053478051863429,0.995854377746582
0.3741689737752096,0.46002078,0.6152268674242805,0.0041340255465486,0.9958543181419371
0.365190356239418,0.46002078,0.5591929996391627,0.0046205830927521,0.9958614110946656
0.3348872923733103,0.46002078,0.6690366106553199,0.0125534433819972,0.9958651065826416
0.3158939326207711,0.46002078,0.2442029001068477,0.7073834450788412,0.9958705306053162
0.2827418831664074,0.46002078,0.6245589125449442,0.7560545275657796,0.995877206325531
0.2485538519448369,0.46002078,0.5351241397840567,0.4358074723780911,0.9958854913711548
0.2195458316405497,0.46002078,0.6772478260956405,0.653961326733284,0.9958897233009338
0.1799187889558317,0.46002078,0.5287455309655343,0.6642913146600451,0.9958784580230712
0.1461624389215346,0.46002078,0.4979667398198217,0.697325101395418,0.9958673715591432
0.1119744076999641,0.46002078,0.6814339451108766,0.7391858033171314,0.9958412647247314
0.0839160798828037,0.46002078,0.5234907075729097,0.2943409816215491,0.995826780796051
0.0530950353412175,0.46002078,0.5671382754377191,0.7012547385471928,0.9958162307739258
0.0388500257349381,0.46002078,0.5519422028940426,0.7598225736023314,0.9958174228668212
0.0309936894545582,0.46002078,0.2136167383999634,0.9894432116110314,0.9958038330078124
0.0309936894545582,0.46002078,0.5798781191709347,0.991508446165828,0.9957799315452576
