video_id,timestamp,brightness,contrast,motion,flicker,light_prob,overload
book store.mp4,00:00:00,100.47752144472057,54.675060298325285,20.23812837021443,0.8666662379701151,26.257200698054803,1
book store.mp4,00:00:02,102.8630497373739,57.54162365698038,21.88811827935714,0.7983672926955384,27.215384616216927,1
celebration.MOV,00:00:00,162.4774688239455,61.89450301728542,12.378198482510289,0.1809527199074076,34.55138821946343,1
celebration.MOV,00:00:02,161.15513331404318,63.24356465744332,12.841067036394032,0.2164931230709881,34.82819968623521,1
celebration.MOV,00:00:04,160.12828031121398,63.75915934755675,14.82941271540638,0.3169395608281892,35.053159722483,1
celebration.MOV,00:00:06,154.73382238618825,64.97543708626331,16.885090309927985,0.4313074781378609,35.03266454123493,1
celebration.MOV,00:00:08,150.97086526491768,66.02169320666198,18.94888926826132,0.4468865033436223,35.10607598759881,1
celebration.MOV,00:00:10,152.60964955954216,65.40611888835066,19.514912464634776,0.4335181487911527,35.14948928625848,1
celebration.MOV,00:00:12,152.3820140303498,64.88213927019034,19.113422305812755,0.4467490033436216,34.9557868329542,1
celebration.MOV,00:00:14,149.41211956018518,64.13037955885429,18.84240752957819,0.5007668402777778,34.44392840228784,1
celebration.MOV,00:00:16,148.0887015367798,64.0338720421365,19.267591901363165,0.5715703993055548,34.33751736566668,1
celebration.MOV,00:00:18,147.99076213991768,64.88636255458124,19.263565088091564,0.5621419142232509,34.554412119279625,1
celebration.MOV,00:00:20,146.85383012795782,64.63410350786091,18.73682942065329,0.5543263535236617,34.32563112108373,1
celebration.MOV,00:00:22,149.98062993827162,65.06082900184062,17.30053454218107,0.5904314557613172,34.64997320382734,1
concert 2.mp4,00:00:00,67.26147773576277,31.56707605481784,16.25933539182124,10.269132650651231,19.107631781523313,1
concert 2.mp4,00:00:02,74.96353749157835,31.1306020862868,12.719803648098011,7.162435777912027,19.216054000560494,1
concert 3.mp4,00:00:00,123.07160180490608,75.92183946165777,24.821541094429406,2.4189983755845423,34.22905852050075,1
concert 3.mp4,00:00:02,126.60812058413322,73.64141600787843,24.21196198211502,3.403800328164739,34.29156896405191,1
concert 3.mp4,00:00:04,113.79587508409222,66.49727848820451,21.933786840593974,3.674263565509886,31.089135127709493,1
concert 3.mp4,00:00:06,111.20221745836407,63.826053709279904,18.610677807859545,4.326127508409221,30.11786874607458,1
concert.mp4,00:00:00,99.67648750134106,62.92892509057787,12.85804596830686,7.614227771572097,29.212879648097793,1
concert.mp4,00:00:02,87.44385972219591,54.65906865554594,15.301789160466242,6.8265577096625565,25.844758076492433,1
conncert 4.mp4,00:00:00,50.78114414624861,43.0479851645572,9.3504338042751,3.42939920317691,17.32692424064663,1
conncert 4.mp4,00:00:02,53.975471579832266,46.54974716681824,12.815747086534468,4.347910664538344,19.0574568485231,1
