video_id,timestamp,brightness,contrast,motion,flicker
book store.mp4,00:00:00,100.47752144472057,54.675060298325285,20.23812837021443,0.8666662379701151
book store.mp4,00:00:02,102.8630497373739,57.54162365698038,21.88811827935714,0.7983672926955384
celebration.MOV,00:00:00,162.4774688239455,61.89450301728542,12.378198482510289,0.1809527199074076
celebration.MOV,00:00:02,161.15513331404318,63.24356465744332,12.841067036394033,0.21649312307098814
celebration.MOV,00:00:04,160.12828031121398,63.75915934755675,14.829412715406379,0.31693956082818925
celebration.MOV,00:00:06,154.73382238618825,64.97543708626331,16.885090309927985,0.43130747813786097
celebration.MOV,00:00:08,150.97086526491768,66.02169320666198,18.94888926826132,0.44688650334362234
celebration.MOV,00:00:10,152.60964955954216,65.40611888835066,19.514912464634776,0.43351814879115275
celebration.MOV,00:00:12,152.3820140303498,64.88213927019034,19.113422305812755,0.4467490033436216
celebration.MOV,00:00:14,149.41211956018518,64.13037955885429,18.84240752957819,0.5007668402777778
celebration.MOV,00:00:16,148.0887015367798,64.0338720421365,19.267591901363165,0.5715703993055548
celebration.MOV,00:00:18,147.99076213991768,64.88636255458124,19.263565088091564,0.5621419142232509
celebration.MOV,00:00:20,146.85383012795782,64.63410350786091,18.73682942065329,0.5543263535236617
celebration.MOV,00:00:22,149.98062993827162,65.06082900184062,17.30053454218107,0.5904314557613172
concert 2.mp4,00:00:00,67.26147773576277,31.56707605481784,16.25933539182124,10.269132650651233
concert 2.mp4,00:00:02,74.96353749157835,31.1306020862868,12.719803648098011,7.162435777912027
concert 3.mp4,00:00:00,123.07160180490607,75.92183946165777,24.821541094429406,2.4189983755845423
concert 3.mp4,00:00:02,126.60812058413322,73.64141600787843,24.21196198211502,3.403800328164739
concert 3.mp4,00:00:04,113.79587508409222,66.49727848820451,21.933786840593978,3.674263565509886
concert 3.mp4,00:00:06,111.20221745836407,63.826053709279904,18.610677807859545,4.326127508409221
concert.mp4,00:00:00,99.67648750134106,62.92892509057787,12.85804596830686,7.614227771572097
concert.mp4,00:00:02,87.44385972219591,54.659068655545944,15.301789160466242,6.8265577096625565
conncert 4.mp4,00:00:00,50.781144146248614,43.047985164557204,9.3504338042751,3.42939920317691
conncert 4.mp4,00:00:02,53.975471579832266,46.54974716681824,12.815747086534467,4.347910664538344
crowd dancing.mp4,00:00:00,101.61119588805857,58.389395518098524,15.849432247392931,0.400528835266862
crowd dancing.mp4,00:00:02,103.79173516394349,60.71839622427655,18.671669620668432,0.3618286432204571
crowd dancing.mp4,00:00:04,100.7335641773214,58.43127722629882,15.057597042949876,0.28361264617591053
crowd noise.mp4,00:00:00,115.99961156328386,50.712561339501804,5.923859112986575,0.2137137136810201
crowd noise.mp4,00:00:02,107.57625245682948,56.82088713995462,7.241133262495356,0.38570828543060215
crowd noise.mp4,00:00:04,108.5046664409432,60.95879657288585,9.12423782762565,0.42531346894161104
crowd noise.mp4,00:00:06,116.63496560075832,60.390266393679646,10.233778465835192,0.3544798924656265
crowd noise.mp4,00:00:08,116.02946927039785,56.244560591321395,8.85501826835981,0.21664950877926437
crowd noise.mp4,00:00:10,117.75393647226866,53.0615597805686,8.069788291701505,0.15606580674005974
crowd noise.mp4,00:00:12,122.93442929339118,53.1960120052255,10.051043481164067,0.19446227732487933
crowd noise.mp4,00:00:14,128.0904392426433,54.20155168184073,12.02636297423704,0.2778671490326547
crowd noise.mp4,00:00:16,116.71717553883316,54.263161729556906,11.506614721235136,0.32086016612086543
crowd noise.mp4,00:00:18,110.08693766548217,55.45835283779285,10.789824527214558,0.4031811659524803
crowd noise.mp4,00:00:20,109.59713604811174,52.08548329502175,9.852076358405332,0.41461660395763655
crowd noise.mp4,00:00:22,115.31739999941937,44.914023071333446,14.581369695135406,1.9981353099742196
crowd noise.mp4,00:00:24,119.44289609389517,47.137242774223346,19.520841944937985,3.0434222473348655
crowd noise.mp4,00:00:26,119.8232619909246,53.37673453566359,21.78339985643697,3.2745834385741817
dhol music.mp4,00:00:00,53.10272191332962,44.01947320756171,12.790347712504435,0.735424679409536
dhol music.mp4,00:00:02,46.67252759200079,38.67969149002208,11.879615504621114,0.6549765988825601
dussehra.mp4,00:00:00,46.930991057510866,51.950197552963004,7.013346696930747,3.500276916345338
firecracker 2.mp4,00:00:00,48.267735077562946,57.14274213592161,11.845197373351319,8.457488993180457
firecracker 2.mp4,00:00:02,42.994695798049065,54.94940220533793,10.112936166691647,7.721206487934652
firecracker.mp4,00:00:00,77.2454904441551,60.00142363808789,7.520913664641205,1.1738841507523157
firecracker.mp4,00:00:02,70.29875230034722,53.375641309225465,8.299161407696758,1.241801280381945
ganesh chaturthi 2.mp4,00:00:00,79.10962953043709,52.66221182506693,2.7471935277603587,0.18920929646855253
ganesh chaturthi.mp4,00:00:00,106.03716955824973,51.0279031544822,3.665686112272389,0.13705234171776312
ganesh chaturthi.mp4,00:00:02,103.76043799426908,45.91990151220773,3.8981449522133964,0.12042571737969156
ganesh chaturthi.mp4,00:00:04,98.22763742640399,42.891746327594184,3.3633521170104057,0.1662959213001671
ganesh chaturthi.mp4,00:00:06,87.18122769619798,41.33719809162334,3.6745014378077387,0.20336670194049628
ganesh chaturthi.mp4,00:00:08,79.76375258021531,41.42328654585908,2.846911181078131,0.1661403898411374
ganesh chaturthi.mp4,00:00:10,82.19624465449067,42.28136057458341,2.2723222155448717,0.11497530106140853
ganesh chaturthi.mp4,00:00:12,83.02136267665945,40.652027617762094,3.349124087670708,0.15840807973917692
ganesh chaturthi.mp4,00:00:14,88.14755892035951,44.916461738108545,5.743757628147065,0.24829335632664454
ganesh chaturthi.mp4,00:00:16,96.4666583490106,46.5342911485135,8.800503356094389,0.3160305183946489
ganesh chaturthi.mp4,00:00:18,107.59005513531795,47.84134149201838,9.345263461393301,0.22690880408653855
ganesh chaturthi.mp4,00:00:20,108.14773543466649,47.41947281001236,10.224795618642002,0.28087595587722985
ganesh chaturthi.mp4,00:00:22,106.61559931760382,50.81343244185759,11.41479517227564,0.29897595573207025
ganesh chaturthi.mp4,00:00:24,106.45034832543664,50.13068900338083,11.60765956327225,0.26057711541364764
ganesh chaturthi.mp4,00:00:26,102.69696396480745,46.34921546481547,11.181649124105814,0.2432795806623932
ganesh chaturthi.mp4,00:00:28,107.2298431911348,46.80356343491255,11.653910514068887,0.3945954795789205
ganesh chaturthi.mp4,00:00:30,98.65985528294546,44.86786152746345,10.523330687796127,0.5535148447661187
ganesh chaturthi.mp4,00:00:32,95.86795081913671,41.638216705725455,5.6881107416794405,0.4368943389132756
ganesh chaturthi.mp4,00:00:34,98.75871696526036,45.284244384523554,4.292171031621609,0.19776621580035275
ganesh chaturthi.mp4,00:00:36,98.60097933868101,45.413892961722766,4.324675263029542,0.19354594162253796
