frame,crowd_density_norm,facial_discomfort_norm,overload_probability
173,0.3769230769230769,0.0,0.5560215
174,0.3769230769230769,0.0,0.5560215
175,0.3769230769230769,0.0,0.5560215
176,0.4115384615384616,0.0,0.5610933
177,0.3423076923076923,0.0,0.55093807
178,0.3769230769230769,0.6666666666666666,0.62272567
179,0.3769230769230769,0.6666666666666666,0.62272567
179,0.3769230769230769,0.0,0.5560215
180,0.3769230769230769,0.0,0.5560215
181,0.3769230769230769,0.0,0.5560215
182,0.273076923076923,0.5,0.5893763
182,0.273076923076923,0.0,0.54066056
183,0.273076923076923,0.5,0.5893763
184,0.273076923076923,0.5,0.5893763
185,0.3076923076923076,0.0,0.5458439
186,0.3076923076923076,0.0,0.5458439
187,0.3423076923076923,1.0,0.64553267
188,0.3423076923076923,1.0,0.64553267
189,0.3769230769230769,0.5,0.6062355
190,0.3769230769230769,0.5,0.6062355
191,0.3769230769230769,0.0,0.5560215
192,0.3769230769230769,0.5,0.6062355
193,0.3769230769230769,0.5,0.6062355
194,0.3769230769230769,1.0,0.64978695
195,0.3769230769230769,0.0,0.5560215
195,0.3769230769230769,0.0,0.5560215
196,0.4807692307692308,0.5,0.6222392
197,0.3076923076923076,0.0,0.5458439
197,0.3076923076923076,0.0,0.5458439
198,0.3423076923076923,0.0,0.55093807
199,0.3423076923076923,0.5,0.6006364
200,0.4461538461538462,1.0,0.65870994
201,0.4807692307692308,1.0,0.66356677
202,0.4807692307692308,1.0,0.66356677
203,0.4807692307692308,1.0,0.66356677
204,0.4807692307692308,0.0,0.57139105
205,0.4807692307692308,0.5,0.6222392
206,0.3769230769230769,0.0,0.5560215
207,0.273076923076923,0.0,0.54066056
208,0.273076923076923,0.0,0.54066056
209,0.4461538461538462,0.0,0.56615233
210,0.4115384615384616,0.6666666666666666,0.62748545
211,0.4115384615384616,1.0,0.6540175
212,0.7923076923076924,0.0,0.6167938
213,0.7923076923076924,0.0,0.6167938
213,0.7923076923076924,0.0,0.6167938
214,0.7923076923076924,0.0,0.6167938
215,0.7923076923076924,0.5,0.66478395
216,0.7923076923076924,1.0,0.70589316
217,0.7923076923076924,1.0,0.70589316
218,0.7923076923076924,0.0,0.6167938
219,0.7923076923076924,0.0,0.6167938
219,0.7923076923076924,0.0,0.6167938
220,0.7923076923076924,0.5,0.66478395
221,0.7923076923076924,0.0,0.6167938
222,0.7923076923076924,0.5,0.66478395
223,0.7923076923076924,1.0,0.70589316
224,0.7923076923076924,0.5,0.66478395
225,0.7923076923076924,1.0,0.70589316
226,0.7923076923076924,0.0,0.6167938
227,0.7923076923076924,0.6666666666666666,0.67985564
228,0.7923076923076924,0.5,0.66478395
228,0.7923076923076924,0.0,0.6167938
229,0.7923076923076924,0.5,0.66478395
230,0.7923076923076924,0.0,0.6167938
231,0.7923076923076924,0.0,0.6167938
232,0.7923076923076924,0.0,0.6167938
233,0.7923076923076924,0.0,0.6167938
234,0.7923076923076924,1.0,0.70589316
235,0.7923076923076924,1.0,0.70589316
236,0.7923076923076924,0.0,0.6167938
236,0.7923076923076924,0.0,0.6167938
237,0.7923076923076924,0.0,0.6167938
238,0.7923076923076924,0.0,0.6167938
239,0.7923076923076924,1.0,0.70589316
240,0.7923076923076924,0.0,0.6167938
241,0.7923076923076924,1.0,0.70589316
242,0.7923076923076924,0.0,0.6167938
243,0.7923076923076924,0.0,0.6167938
244,0.7923076923076924,0.0,0.6167938
244,0.7923076923076924,0.0,0.6167938
245,0.7230769230769232,0.5,0.65618354
246,0.7230769230769232,0.0,0.60642153
247,0.7230769230769232,0.5,0.65618354
248,0.7230769230769232,0.5,0.65618354
249,0.7230769230769232,1.0,0.69689715
250,0.7230769230769232,1.0,0.69689715
251,0.7923076923076924,0.5,0.66478395
252,0.7923076923076924,0.5,0.66478395
253,0.7923076923076924,0.0,0.6167938
254,0.7923076923076924,0.0,0.6167938
255,1.0,0.0,0.6459258
256,1.0,0.5,0.68878824
257,1.0,0.0,0.6459258
258,0.9307692307692308,0.5,0.68120766
259,1.0,1.0,0.7293335
260,1.0,0.0,0.6459258
260,1.0,0.0,0.6459258
261,1.0,0.5,0.68878824
262,1.0,0.6666666666666666,0.7027786
263,1.0,0.0,0.6459258
264,0.9307692307692308,0.0,0.63636845
265,1.0,0.0,0.6459258
266,1.0,0.5,0.68878824
267,1.0,0.0,0.6459258
268,1.0,0.0,0.6459258
269,1.0,1.0,0.7293335
270,1.0,0.0,0.6459258
271,1.0,0.0,0.6459258
272,1.0,0.5,0.68878824
273,1.0,1.0,0.7293335
274,1.0,0.5,0.68878824
274,1.0,0.0,0.6459258
275,1.0,0.0,0.6459258
276,1.0,1.0,0.7293335
276,1.0,0.0,0.6459258
277,1.0,1.0,0.7293335
278,1.0,0.5,0.68878824
279,0.9307692307692308,0.5,0.68120766
280,1.0,0.0,0.6459258
281,1.0,0.5,0.68878824
281,1.0,0.0,0.6459258
282,1.0,0.5,0.68878824
283,1.0,0.3333333333333333,0.6744445
284,1.0,0.5,0.68878824
284,1.0,1.0,0.7293335
285,1.0,1.0,0.7293335
285,1.0,0.0,0.6459258
286,1.0,0.0,0.6459258
287,1.0,0.0,0.6459258
288,1.0,0.0,0.6459258
289,1.0,0.5,0.68878824
290,1.0,0.5,0.68878824
290,1.0,0.0,0.6459258
291,1.0,1.0,0.7293335
292,1.0,0.0,0.6459258
293,1.0,0.5,0.68878824
294,1.0,0.0,0.6459258
294,1.0,0.0,0.6459258
295,1.0,0.0,0.6459258
296,1.0,0.0,0.6459258
297,1.0,0.0,0.6459258
298,1.0,0.5,0.68878824
299,1.0,0.0,0.6459258
300,1.0,0.5,0.68878824
301,1.0,0.5,0.68878824
302,1.0,0.5,0.68878824
303,1.0,0.0,0.6459258
304,1.0,1.0,0.7293335
305,1.0,0.5,0.68878824
306,1.0,0.0,0.6459258
307,1.0,1.0,0.7293335
308,1.0,0.0,0.6459258
309,1.0,0.5,0.68878824
310,0.9307692307692308,0.0,0.63636845
